"gvkey","tic","conm","prccq"
23208,"BNED","BARNES & NOBLE EDUCATION INC",10.41
23220,"OA","ORBITAL ATK INC",98.36
23224,"ESE","ESCO TECHNOLOGIES INC",59.65
23225,"CABO","CABLE ONE INC",710.9
23238,"ETSY","ETSY INC",15
23243,"KRNT","KORNIT DIGITAL LTD",19.35
23245,"BLD","TOPBUILD CORP",53.07
23247,"PJT","PJT PARTNERS INC",40.22
23249,"LITE","LUMENTUM HOLDINGS INC",57.05
23252,"ETH","ETHAN ALLEN INTERIORS INC",32.3
23287,"CAFD","8POINT3 ENERGY PARTNERS LP",13.64
23294,"NCOM","NATIONAL COMMERCE CORP",39.55
23296,"EVA","ENVIVA PARTNERS LP",27.5
23335,"ADRO","ADURO BIOTECH INC",11.4
23339,"KMPH","KEMPHARM INC",4
23353,"GSBD","GOLDMAN SACHS BDC INC",22.52
23357,"QNBC","QNB CORP",40.33
23358,"CDTX","CIDARA THERAPEUTICS INC",7.5
23391,"NORSA","NORTH STATE TELECOMMUN CORP",66.5
23407,"BPMC","BLUEPRINT MEDICINES CORP",50.67
23433,"BSM","BLACK STONE MINERALS LP",15.76
23450,"NRIM","NORTHRIM BANCORP INC",30.4
23485,"CVA","COVANTA HOLDING CORP",13.2
23500,"CATY","CATHAY GENERAL BANCORP",37.95
23537,"CCR","CONSOL COAL RESOURCES LP",14.95
23540,"HZN","HORIZON GLOBAL CORP",14.36
23547,"DBIN","DACOTAH BANKS INC",31.26
23554,"BBBK","BAKER BOYER BANCORP",69
23555,"COLL","COLLEGIUM PHARMACEUTICAL INC",12.51
23556,"CHCT","COMMUNITY HEALTHCARE TRUST",25.59
23569,"MCRN","MILACRON HOLDINGS CORP",17.59
23574,"ADAP","ADAPTIMMUNE THERAPEUTICS",4.49
23587,"HAYN","HAYNES INTERNATIONAL INC",36.31
23594,"BOJA","BOJANGLES' INC",16.25
23627,"LIFE","ATYR PHARMA INC",3.4
23635,"CARA.","CARA OPERATIONS  LTD",23.56
23650,"SHOP","SHOPIFY INC",86.9
23667,"ADRNY","KONINKLIJKE AHOLD DELHAIZE",19.093
23671,"NOK","NOKIA CORP",6.16
23698,"PUB","PEOPLES UTAH BANCORP",26.8
23703,"BZUN","BAOZUN INC -ADR",22.17
23704,"IVTY","INVUITY INC",7.25
23713,"GPIA","GP INVESTMENTS ACQUISITION",10.01
23714,"CYH","COMMUNITY HEALTH SYSTEMS INC",9.96
23721,"ELEC","ELECTRUM SPECIAL ACQUISITION",10.05
23730,"IINX","IONIX TECHNOLOGY INC",2.7
23753,"DORM","DORMAN PRODUCTS INC",82.77
23768,"PICO","PICO HOLDINGS INC",17.5
23790,"CCEL","CRYO-CELL INTERNATIONAL INC",5.61
23793,"PSB","PS BUSINESS PARKS",132.39
23810,"IO","ION GEOPHYSICAL CORP",4.35
23812,"REGN","REGENERON PHARMACEUTICALS",491.14
23818,"EVH","EVOLENT HEALTH INC",25.35
23821,"GCI","GANNETT CO INC",8.72
23844,"ICGL.1","IMAGE CHAIN GROUP LTD -OLD",5
23856,"FIT","FITBIT INC",5.31
23864,"EXTN","EXTERRAN CORP",26.7
23865,"BW","BABCOCK & WILCOX ENTERPRISES",11.76
23882,"EACQ","EASTERLY ACQUISITION CORP",10.05
23933,"AXON","AXOVANT SCIENCES LTD",23.19
23935,"MB","MINDBODY INC",27.2
23949,"GDIFF","GDI INTEGRATED FACILITY SVCS",15.51
23977,"APLE","APPLE HOSPITALITY REIT INC",18.71
23986,"NVLS","NIVALIS THERAPEUTICS INC",2.41
23990,"GKOS","GLAUKOS CORP",41.47
23994,"NNWWF","NORTH WEST CO INC",32.2
23996,"GNL","GLOBAL NET LEASE INC",22.24
24021,"HAE","HAEMONETICS CORP",39.49
24040,"IONS","IONIS PHARMACEUTICALS INC",50.87
24071,"APPF","APPFOLIO INC",32.6
24073,"GPP","GREEN PLAINS PARTNERS LP",18.7
24076,"OLLI","OLLIE'S BARGAIN OUTLET HLDGS",38.3
24084,"CFMS","CONFORMIS INC",4.29
24096,"CHKE","CHEROKEE INC/DE",8.6
24099,"LCUT","LIFETIME BRANDS INC",18.15
24116,"FSV","FIRSTSERVICE CORP",63.98
24135,"ALRM","ALARM.COM HOLDINGS INC",37.63
24157,"FCFS","FIRSTCASH INC",58.3
24171,"DSW","DSW INC",20.62
24175,"LBCC","LONG BLOCKCHAIN CORP",5.4
24176,"NTRA","NATERA INC",10.86
24177,"MCRB","SERES THERAPEUTICS INC",11.3
24197,"IDXX","IDEXX LABS INC",161.42
24199,"AMRH","AMERI HOLDINGS INC",9
24200,"RAY.A","STINGRAY DIGITAL GROUP INC",7.88
24216,"AES","AES CORP",11.11
24225,"CRVL","CORVEL CORP",47.45
24232,"HBHC","HANCOCK HOLDING CO",49
24287,"AMBC","AMBAC FINANCIAL GROUP INC",17.35
24291,"DIN","DINEEQUITY INC",44.05
24293,"KALU","KAISER ALUMINUM CORP",88.52
24302,"ALKS","ALKERMES PLC",57.97
24316,"MNST","MONSTER BEVERAGE CORP",49.68
24350,"MNRO","MONRO INC",41.75
24351,"LIND","LINDBLAD EXPEDITIONS HLDGS",10.5
24352,"PRGS","PROGRESS SOFTWARE CORP",29.2
24368,"RHDGF","RETAIL HOLDINGS NV",19.99
24370,"CCJ","CAMECO CORP",11.81
24379,"MTG","MGIC INVESTMENT CORP/WI",11.2
24415,"BMCH","BMC STOCK HOLDINGS INC",21.85
24422,"AQMS","AQUA METALS INC",12.55
24430,"EZPW","EZCORP INC  -CL A",7.7
24437,"BUFF","BLUE BUFFALO PET PRODUCTS",22.81
24440,"PRA","PROASSURANCE CORP",60.8
24447,"BOKF","BOK FINANCIAL CORP",84.13
24463,"FIZZ","NATIONAL BEVERAGE CORP",88.59
24466,"IBKC","IBERIABANK CORP",81.5
24468,"BIIB","BIOGEN INC",271.36
24481,"MSG","MADISON SQUARE GARDEN CO",196.9
24482,"GPAC","GLOBAL PARTNER ACQUISITION",9.95
24501,"RPD","RAPID7 INC",16.83
24508,"OOMA","OOMA INC",11.95
24525,"JP","JUPAI HOLDINGS LTD -ADR",7.8279
24533,"NHI","NATIONAL HEALTH INVESTORS",79.2
24597,"GLBL","TERRAFORM GLOBAL INC",5.05
24601,"CSWI","CSW INDUSTRIALS INC",38.65
24611,"FLOW","SPX FLOW INC",36.88
24616,"PYPL","PAYPAL HOLDINGS INC",53.67
24617,"ODFL","OLD DOMINION FREIGHT",95.24
24620,"RHP","RYMAN HOSPITALITY PPTYS INC",64.01
24627,"DDEJF","DUNDEE CORP",2.85
24670,"ARIS","ARI NETWORK SERVICES INC",5.24
24678,"HMN","HORACE MANN EDUCATORS CORP",37.8
24708,"ATNI","ATN INTERNATIONAL INC",68.44
24710,"BSTC","BIOSPECIFICS TECHNOLOGIES CP",49.51
24724,"LILA","LIBERTY LATIN AMERICA LTD",21.77
24731,"KIM","KIMCO REALTY CORP",18.35
24755,"JBSS","SANFILIPPO JOHN B&SON",63.11
24782,"PRGO","PERRIGO CO PLC",75.52
24795,"AMSC","AMERICAN SUPERCONDUCTOR CP",4.62
24800,"QCOM","QUALCOMM INC",55.22
24810,"EEP","ENBRIDGE ENERGY PRTNRS  -LP",16
24825,"OFC","CORPORATE OFFICE PROPERT",35.03
24856,"GILD","GILEAD SCIENCES INC",70.78
24861,"PLNT","PLANET FITNESS INC",23.34
24878,"PDLI","PDL BIOPHARMA INC",2.47
24888,"ABAX","ABAXIS INC",53.02
24890,"MSON","MISONIX INC",9.55
24901,"LMFA","LM FUNDING AMERICA INC",4.1665
24905,"RUN","SUNRUN INC",7.12
24911,"MCFT","MCBC HOLDINGS INC",19.55
24925,"ROP","ROPER TECHNOLOGIES INC",231.53
24932,"MAMTF","MCAN MORTGAGE CORP",14.9
24937,"MJCO","MAJESCO",4.93
24943,"ITPOF","INTERTAPE POLYMER GROUP INC",18.9
24944,"HRNNF","HYDRO ONE LTD",23.23
24975,"SNPS","SYNOPSYS INC",73.7
24978,"ELY","CALLAWAY GOLF CO",12.78
24980,"CRT","CROSS TIMBERS ROYALTY TRUST",15.32
24990,"BETR","AMPLIFY SNACK BRANDS",9.64
24996,"BTX","BIOTIME INC",3.15
25024,"FCO","ABERDEEN GLOBAL INCOME FD",8.62
25027,"LFVN","LIFEVANTAGE CORP",4.33
25047,"SCLN","SCICLONE PHARMACEUTICALS INC",11
25077,"AIMT","AIMMUNE THERAPEUTICS INC",20.56
25105,"CNFR","CONIFER HOLDINGS INC",6.9
25110,"ICUI","ICU MEDICAL INC",172.5
25119,"MHK","MOHAWK INDUSTRIES INC",241.69
25124,"PX","PRAXAIR INC",132.55
25130,"NCS","NCI BUILDING SYSTEMS INC",17.5
25138,"ASUR","ASURE SOFTWARE INC",14.61
25145,"CRWN.","CROWN CAPITAL PARTNERS INC",10.7
25157,"FDC","FIRST DATA CORP",18.2
25173,"RNST","RENASANT CORP",43.74
25180,"AGCO","AGCO CORP",67.39
25186,"SMRT","STEIN MART INC",2.47
25201,"CASS","CASS INFORMATION SYSTEMS INC",65.64
25219,"HLI","HOULIHAN LOKEY INC",34.9
25234,"BKE","BUCKLE INC",18.7
25274,"OLED","UNIVERSAL DISPLAY CORP",109.25
25279,"BSX","BOSTON SCIENTIFIC CORP",27.72
25283,"KSS","KOHL'S CORP",39.03
25304,"SCCAF","SLEEP COUNTRY CDA HLDGS INC",41.15
25320,"DWCH","DATAWATCH CORP",9.3
25327,"PVBC","PROVIDENT BANCORP INC",22.5
25331,"FC","FRANKLIN COVEY CO",19.75
25332,"LOOP","LOOP INDUSTRIES INC",8.049
25333,"PFOH","PERPETUAL FEDERAL SAVINGS BK",26.7
25338,"BBBY","BED BATH & BEYOND INC",34.41
25339,"CACC","CREDIT ACCEPTANCE CORP",257.14
25340,"DHI","D R HORTON INC",34.57
25348,"NK","NANTKWEST INC",7.59
25349,"GBT","GLOBAL BLOOD THERAPEUTICS",27.35
25356,"ESRX","EXPRESS SCRIPTS HOLDING CO",63.84
25357,"FINL","FINISH LINE INC  -CL A",14.11
25367,"MGIC","MAGIC SOFTWARE ENTERPRISES",7.95
25376,"COLB","COLUMBIA BANKING SYSTEM INC",39.85
25377,"NEOS","NEOS THERAPEUTICS INC",7.3
25380,"APR.UN","AUTOMOTIVE PROPERTIES REIT",11.1
25389,"GPK","GRAPHIC PACKAGING HOLDING CO",13.78
25395,"ACCFF","ACCORD FINANCIAL CORP",8.8
25405,"BGC","GENERAL CABLE CORP/DE",16.35
25406,"JCTCF","JEWETT-CAMERON TRADING CO",11.5
25434,"SBUX","STARBUCKS CORP",58.31
25466,"RACE","FERRARI NV",86.02
25477,"GRL.","GLOBAL REAL ESTATE DIVID GRO",8.35
25481,"NKSH","NATIONAL BANKSHARES INC VA",40.8
25495,"DYN","DYNEGY INC",8.27
25507,"SNMSF","SPIN MASTER CORP",38.7
25527,"FORK","FULING GLOBAL INC",3.2
25536,"CENTA","CENTRAL GARDEN & PET CO",30.02
25539,"PMTS","CPI CARD GROUP INC",2.85
25540,"ITEX","ITEX CORP",3.8
25581,"BRBMF","BIG ROCK BREWERY INC",7.99
25600,"CCP","CARE CAPITAL PPTYS INC",26.7
25632,"KW","KENNEDY-WILSON HOLDINGS INC",19.05
25633,"OHI","OMEGA HEALTHCARE INVS INC",33.02
25648,"RHHBY","ROCHE HOLDING AG",31.875
25654,"BLVD","BOULEVARD ACQUISITION CP II",10.02
25665,"LTC","LTC PROPERTIES INC",51.39
25676,"PRCP","PERCEPTRON INC",7.28
25680,"LAYN","LAYNE CHRISTENSEN CO",7.97
25714,"SHG","SHINHAN FINANCIAL GROUP LTD",43.49
25726,"CVU","CPI AEROSTRUCTURES INC",9.4
25737,"CAKE","CHEESECAKE FACTORY INC",50.3
25747,"LFUS","LITTELFUSE INC",165
25749,"ASGN","ON ASSIGNMENT INC",54.15
25751,"BLX","BANCO LATINOAMERICANO DE COM",27.38
25753,"CCU","COMPANIA CERVECERIAS UNIDAS",26.24
25756,"PSTG","PURE STORAGE INC",10.61
25772,"EAGL","DOUBLE EAGLE ACQUISITION CRP",10
25774,"EFII","ELECTRONICS FOR IMAGING INC",47.38
25792,"EMRAF","EMERA INC",48.21
25852,"CPSS","CONSUMER PORTFOLIO SVCS INC",4.55
25870,"MTX","MINERALS TECHNOLOGIES INC",73.2
25880,"PDCO","PATTERSON COMPANIES INC",44.49
25895,"RDN","RADIAN GROUP INC",16.35
25898,"SGRY","SURGERY PARTNERS INC",22.75
25904,"ACRS","ACLARIS THERAPEUTICS INC",27.12
25905,"PAAC","PACIFIC SPECIAL ACQUISITION",10.25
25915,"QUMU","QUMU CORP",2.92
25922,"KAI","KADANT INC",75.2
25937,"LGND","LIGAND PHARMACEUTICAL INC",121.4
25964,"GTLS","CHART INDUSTRIES INC",34.73
25978,"MRVC","MRV COMMUNICATIONS INC",9.85
25979,"PESI","PERMA-FIX ENVIRONMENTAL SVCS",3.65
26012,"BBOX","BLACK BOX CORP",8.55
26013,"SM","SM ENERGY CO",16.53
26021,"CKH","SEACOR HOLDINGS INC",34.3
26037,"HMSY","HMS HOLDINGS CORP",18.5
26061,"IAC","IAC/INTERACTIVECORP",103.24
26064,"DYNE","DYNTEK INC",12
26069,"GPOR","GULFPORT ENERGY CORP",14.75
26071,"FCBC","FIRST CMNTY BANCSHARES INC",27.35
26081,"KURA","KURA ONCOLOGY INC",9.3
26112,"CTMX","CYTOMX THERAPEUTICS INC",15.5
26123,"NVCR","NOVOCURE LTD",17.3
26131,"AKTAF","AKITA DRILLING LTD  -CL A",7.15
26146,"RGNX","REGENXBIO INC",19.75
26147,"PEN","PENUMBRA INC",87.75
26148,"NBRV","NABRIVA THERAPEUTICS PLC",10.48
26156,"HPE","HEWLETT PACKARD ENTERPRISE",18.63
26179,"SMBK","SMARTFINANCIAL INC",23.88
26189,"MPVD","MOUNTAIN PROVINCE DIAMONDS",3.88
26204,"AKTX","AKARI THERAPEUTICS PLC -ADR",4.61
26218,"ANDA","ANDINA ACQUISITION CORP II",10.12
26269,"MYOK","MYOKARDIA INC",13.1
26270,"ABTX","ALLEGIANCE BANCSHARES INC",38.3
26273,"EDGE","EDGE THERAPEUTICS INC",10.26
26301,"PLZZ","PLAZA BANCORP",6.15
26304,"CSRA","CSRA INC",31.75
26321,"INST","INSTRUCTURE INC",29.5
26335,"DLTH","DULUTH HOLDINGS INC",22.15
26343,"AFI","ARMSTRONG FLOORING INC",17.97
26347,"EQBK","EQUITY BANCSHARES INC",30.64
26349,"AXSM","AXSOME THERAPEUTICS INC",5.5
26351,"NRE","NORTHSTAR REALTY EUROPE CORP",12.68
26368,"MIME","MIMECAST LTD",26.78
26376,"BGNE","BEIGENE LTD  -ADR",45
26381,"MTCH","MATCH GROUP INC",17.38
26382,"NVTR","NUVECTRA CORP",13.28
26410,"FCPT","FOUR CORNERS PROPERTY TR INC",25.11
26413,"AC","ASSOCIATED CAPITAL GROUP INC",34
26539,"EGO","ELDORADO GOLD CORP",2.64
26545,"RMR","RMR GROUP INC",48.65
26562,"JSYN","JENSYN ACQUISITION CORP",10.24
26658,"AGR","AVANGRID INC",44.15
26669,"OCX","ONCOCYTE CORP",5.2
26753,"GSM","FERROGLOBE PLC",11.95
26755,"PTI","PROTEOSTASIS THERAPEUTICS",4.68
26796,"BNPUF","BONAVISTA ENERGY CORP",2.71
26812,"GCP","GCP APPLIED TECHNOLOGIES INC",30.5
26818,"AVXS","AVEXIS INC",82.16
26864,"CDEV","CENTENNIAL RES DVLPMNT INC",15.82
26874,"EDIT","EDITAS MEDICINE INC",16.78
26895,"CRVS","CORVUS PHARMACEUTICALS INC",12.1
27013,"ESVIF","ENSIGN ENERGY SERVICES INC",6.93
27046,"EIGR","EIGER BIOPHARMACEUTICALS INC",7.9
27265,"AAV","ADVANTAGE OIL & GAS LTD",8.77
27760,"NLS","NAUTILUS INC",19.15
27776,"RCKY","ROCKY BRANDS INC",13.45
27780,"DDR","DDR CORP",9.07
27786,"CHK","CHESAPEAKE ENERGY CORP",4.97
27790,"SGA","SAGA COMMUNICATIONS  -CL A",45.75
27794,"CREE","CREE INC",24.65
27810,"LIVN","LIVANOVA PLC",61.21
27823,"CRY","CRYOLIFE INC",19.95
27845,"AGN","ALLERGAN PLC",243.09
27875,"ELS","EQUITY LIFESTYLE PROPERTIES",86.34
27914,"HUM","HUMANA INC",240.62
27925,"AVID","AVID TECHNOLOGY INC",5.26
27928,"INTU","INTUIT INC",125.21
27932,"HALL","HALLMARK FINANCIAL SERVICES",11.27
27936,"DEST","DESTINATION MATERNITY CORP",3.42
27938,"SCVL","SHOE CARNIVAL INC",25.37
27960,"ALG","ALAMO GROUP INC",90.81
27965,"MCHP","MICROCHIP TECHNOLOGY INC",77.18
27981,"CHS","CHICOS FAS INC",13.82
27983,"AEMD","AETHLON MEDICAL INC",2.14
28022,"BANF","BANCFIRST CORP/OK",96.6
28034,"CB","CHUBB LTD",145.38
28080,"NSU","NEVSUN RESOURCES LTD",2.41
28118,"FOSL","FOSSIL GROUP INC",10.35
28119,"GGP","GGP INC",23.56
28139,"SANM","SANMINA CORP",38.1
28152,"MSL","MIDSOUTH BANCORP INC",11.75
28169,"AGU","AGRIUM INC",90.49
28176,"ATR","APTARGROUP INC",86.86
28180,"ORLY","O'REILLY AUTOMOTIVE INC",218.74
28191,"RCL","ROYAL CARIBBEAN CRUISES LTD",109.23
28194,"POL","POLYONE CORP",38.74
28195,"JBL","JABIL INC",29.92
28209,"ANIK","ANIKA THERAPEUTICS INC",49.34
28216,"RGA","REINSURANCE GROUP AMER INC",128.39
28236,"GILT","GILAT SATELLITE NETWORKS LTD",5.16
28272,"AZN","ASTRAZENECA PLC",34.09
28278,"GABC","GERMAN AMERICAN BANCORP INC",34.09
28303,"PERY","ELLIS PERRY INTL INC",20.52
28320,"CDW","CDW CORP",62.53
28322,"HR","HEALTHCARE REALTY TRUST INC",34.15
28323,"AKR","ACADIA REALTY TRUST",27.8
28338,"RIG","TRANSOCEAN LTD",8.23
28340,"SKT","TANGER FACTORY OUTLET CTRS",25.98
28347,"FTK","FLOTEK INDUSTRIES INC",8.94
28349,"ALL","ALLSTATE CORP",88.44
28374,"LINK","INTERLINK ELECTRONICS",8
28378,"LGF.A","LIONS GATE ENTERTAINMENT CP",28.22
28380,"OFIX","ORTHOFIX INTERNATIONAL NV",46.48
28383,"ATTU","ATTUNITY LTD",7.19
28385,"MAGS","MAGAL SECURITY SYSTEMS",4.92
28397,"PZZA","PAPA JOHNS INTERNATIONAL INC",71.76
28410,"BBSI","BARRETT BUSINESS SVCS INC",57.29
28415,"SEMFF","SEMAFO INC",2.99
28462,"LBY","LIBBEY INC",8.06
28477,"FLIR","FLIR SYSTEMS INC",34.66
28485,"CIGI","COLLIERS INTL GROUP INC",56.45
28518,"SHLO","SHILOH INDUSTRIES INC",12.3
28535,"SIM","GRUPO SIMEC SA DE CV",10.73
28555,"CGEAF","COGECO COMMUNICATIONS INC",78.98
28590,"BCO","BRINKS CO",67
28620,"FDEF","FIRST DEFIANCE FINANCIAL CP",52.68
28629,"CPT","CAMDEN PROPERTY TRUST",85.51
28641,"KTEC","KEY TECHNOLOGY INC",13.75
28653,"SHI","SINOPEC SHANGHAI PETROCHEM",53.51
28661,"RHUHF","RICHELIEU HARDWARE LTD",30.32
28704,"MCRI","MONARCH CASINO & RESORT INC",30.25
28733,"EQR","EQUITY RESIDENTIAL",65.83
28742,"BWA","BORGWARNER INC",42.36
28769,"BFS","SAUL CENTERS INC",57.98
28787,"PFGC","PERFORMANCE FOOD GROUP CO",27.4
28833,"CLDB","CORTLAND BANCORP",18
28836,"SFEF","SANTA FE FINANCIAL CORP",35
28838,"CS","CREDIT SUISSE GROUP",14.6
28844,"KOF","COCA-COLA FEMSA SAB DE CV",84.67
28853,"ARRS","ARRIS INTERNATIONAL PLC",28.02
28862,"CLNFF","CALIAN GROUP LTD",27.5
28866,"CASH","META FINANCIAL GROUP INC",89
28903,"ENRFF","ENERFLEX LTD",18.82
28924,"BKS","BARNES & NOBLE INC",8.55
28930,"MAR","MARRIOTT INTL INC",100.31
28940,"BDC","BELDEN INC",75.43
28967,"QCRH","QCR HOLDINGS INC",47.4
29011,"BYD","BOYD GAMING CORP",24.81
29015,"DECK","DECKERS OUTDOOR CORP",68.26
29028,"COST","COSTCO WHOLESALE CORP",180.43
29039,"ENIA","ENEL AMERICAS SA",9.43
29052,"LXP","LEXINGTON REALTY TRUST",9.91
29061,"RVSB","RIVERVIEW BANCORP INC",6.64
29082,"CBL","CBL & ASSOCIATES PPTYS INC",8.43
29099,"REG","REGENCY CENTERS CORP",62.64
29101,"FFIN","FIRST FINL BANKSHARES INC",44.2
29108,"PTEN","PATTERSON-UTI ENERGY INC",20.19
29127,"INCY","INCYTE CORP",125.91
29129,"NYNY","EMPIRE RESORTS INC",23.9
29131,"ROCK","GIBRALTAR INDUSTRIES INC",35.65
29133,"ITRI","ITRON INC",67.75
29135,"BTE","BAYTEX ENERGY CORP",3.15
29151,"CNTY","CENTURY CASINOS INC",7.37
29173,"NFX","NEWFIELD EXPLORATION CO",28.46
29175,"EHMEF","GOEASY LTD",27.6
29206,"FWRD","FORWARD AIR CORP",53.28
29211,"BPFH","BOSTON PRIVATE FINL HOLDINGS",15.35
29217,"SCHN","SCHNITZER STEEL INDS  -CL A",19.3
29246,"AF","ASTORIA FINANCIAL CORP",20.15
29282,"NYCB","NEW YORK CMNTY BANCORP INC",13.13
29286,"BFR","BBVA BANCO FRANCES SA",18.93
29382,"SHOO","MADDEN STEVEN LTD",39.95
29392,"EMN","EASTMAN CHEMICAL CO",83.99
29446,"OKSB","SOUTHWEST BANCORP INC",25.55
29453,"LNG","CHENIERE ENERGY INC",48.71
29466,"FBSI","FIRST BANCSHARES INC/MO",12
29478,"ATSAF","ATS AUTOMATION TOOLING SYS",13.29
29513,"3KSBI","KS BANCORP INC",23.6
29517,"MED","MEDIFAST INC",41.47
29552,"BOWFF","BOARDWALK REAL ESTATE TRUST",47.55
29609,"HAIN","HAIN CELESTIAL GROUP INC",38.82
29649,"MAA","MID-AMERICA APT CMNTYS INC",105.38
29698,"SGMA","SIGMATRON INTERNATIONAL INC",5.41
29705,"DAKT","DAKTRONICS INC",9.46
29722,"DSPG","DSP GROUP INC",11.6
29733,"MLM","MARTIN MARIETTA MATERIALS",222.58
29734,"MINI","MOBILE MINI INC",29.85
29751,"ALB","ALBEMARLE CORP",105.54
29755,"BZH","BEAZER HOMES USA INC",13.72
29762,"ARTX","AROTECH CORP",3.55
29789,"ARCAY","ARCADIS NV",18.049
29804,"IVZ","INVESCO LTD",35.19
29837,"BCRX","BIOCRYST PHARMACEUTICALS INC",5.56
29855,"FMNB","FARMERS NATL BANC CORP/OH",14.5
29868,"MAC","MACERICH CO",58.06
29875,"AVB","AVALONBAY COMMUNITIES INC",192.17
29894,"NNBR","NN INC",27.45
29901,"CPRT","COPART INC",30.9
29910,"SCSC","SCANSOURCE INC",40.3
29917,"CEFC","COMMERCIAL NATIONAL FINL CP",11.199
29921,"RVLT","REVOLUTION LIGHTING TECHNLGS",6.59
29930,"MPAA","MOTORCAR PARTS OF AMER INC",28.24
29944,"BMBN","BENCHMARK BANKSHARES INC",17.25
29946,"LARK","LANDMARK BANCORP INC/KS",30.5
29951,"BIIAF","BUHLER INDUSTRIES INC",4.23
29962,"LMNR","LIMONEIRA CO",20.68
29964,"GPIC","GAMING PARTNERS INTL CORP",11.925
29968,"AKS","AK STEEL HOLDING CORP",6.57
29984,"PLD","PROLOGIS INC",58.64
29994,"FMBH","FIRST MID ILL BANCSHARES INC",34.24
30024,"MIICF","MILLICOM INTL CELLULAR SA",59.5
30029,"NMRX","NUMEREX CORP  -CL A",4.93
30030,"SILC","SILICOM LTD",44.36
30032,"EXP","EAGLE MATERIALS INC",92.42
30055,"SMBC","SOUTHERN MISSOURI BANCP INC",32.26
30059,"AEO","AMERN EAGLE OUTFITTERS INC",14.09
30067,"ADC","AGREE REALTY CORP",45.87
30082,"DNBF","DNB FINANCIAL CORP",34.3
30137,"NKTR","NEKTAR THERAPEUTICS",19.55
30146,"ITG","INVESTMENT TECHNOLOGY GP INC",21.24
30170,"FLEX","FLEX LTD",16.31
30175,"DVCR","DIVERSICARE HEALTHCARE SVCS",9.3
30217,"RKIGF","REKO INTERNATIONAL GROUP INC",4.7
30218,"BSAC","BANCO SANTANDER-CHILE",25.41
30222,"ABCB","AMERIS BANCORP",48.2
30259,"PENN","PENN NATIONAL GAMING INC",21.4
30281,"LJPC","LA JOLLA PHARMACEUTICAL CO",29.77
30293,"ESS","ESSEX PROPERTY TRUST",257.27
30298,"HIW","HIGHWOODS PROPERTIES INC",50.71
30312,"IMAX","IMAX CORP",22
30354,"LPT","LIBERTY PROPERTY TRUST",40.71
30369,"CIFAF","CI FINANCIAL CORP",27.64
30384,"FR","FIRST INDL REALTY TRUST INC",28.62
30416,"HMNF","HMN FINANCIAL INC",17.55
30436,"AKO.B","EMBOTELLADORA ANDINA SA",25.4
30443,"FDP","FRESH DEL MONTE PRODUCE INC",50.91
30452,"BBD","BRADESCO BANCO",8.5
30463,"GBX","GREENBRIER COMPANIES INC",44.25
30466,"CDG","BIO PAPPEL SAB DE CV",2.995
30477,"MATW","MATTHEWS INTL CORP  -CL A",61.25
30490,"AIV","APARTMENT INVST & MGMT CO",42.97
30495,"FCH","FELCOR LODGING TRUST INC",7.21
30501,"KB","KB FINANCIAL GROUP",50.49
30536,"GEO","GEO GROUP INC",29.57
30538,"EOCC","ENEL GENERACION CHILE SA",22.64
30558,"MLR","MILLER INDUSTRIES INC/TN",24.85
30576,"ADTN","ADTRAN INC",20.65
30580,"ITUB","ITAU UNIBANCO HLDG SA",11.05
30612,"AMED","AMEDISYS INC",62.81
30614,"EFOI","ENERGY FOCUS INC",2.63
30637,"CLI","MACK-CALI REALTY CORP",27.14
30647,"PNBK","PATRIOT NATIONAL BANCORP INC",16.45
30651,"DAR","DARLING INGREDIENTS INC",15.74
30662,"SIRI","SIRIUS XM HOLDINGS INC",5.47
30671,"RS","RELIANCE STEEL & ALUMINUM CO",72.81
30747,"HNP","HUANENG POWER INTERNATIONAL",27.79
30778,"CETV","CENTRAL EUROPEAN MEDIA",4
30806,"FBR","FIBRIA CELULOSE SA",10.16
30822,"O","REALTY INCOME CORP",55.18
30857,"CARV","CARVER BANCORP INC",3.4
30861,"KNX","KNIGHT-SWIFT TRPTN HLDGS INC",37.05
30870,"AZPN","ASPEN TECHNOLOGY INC",55.26
30874,"KEP","KEPCO-KOREA ELEC POWER CORP",17.97
30877,"CVTI","COVENANT TRANSPORTATION GRP",17.53
30888,"LION","FIDELITY SOUTHERN CORP",22.86
30899,"HDSN","HUDSON TECHNOLOGIES INC",8.45
30923,"FTI","TECHNIPFMC PLC",27.2
30927,"MLLGF","MULLEN GROUP LTD",16
30932,"NWBI","NORTHWEST BANCSHARES INC",15.61
30990,"COF","CAPITAL ONE FINANCIAL CORP",82.62
31028,"DIMC","DIMECO INC",49.05
31099,"CPHC","CANTERBURY PARK HOLDING CORP",11.005
31137,"SKYAY","SKY PLC",51.646
31205,"FMX","FOMENTO ECONOMICO MEXICANO",98.34
31214,"MIND","MITCHAM INDUSTRIES INC",4.66
31227,"NTRI","NUTRISYSTEM INC",52.05
31358,"FMCB","FARMERS & MERCHANTS BANCORP",620
31360,"FBTT","FIRST BANKERS TRUSTSHARES",26.75
31368,"HAFC","HANMI FINANCIAL CORP",28.45
31385,"3JUVF","JUNIATA VALLEY FINANCIAL CP",19.52
31424,"CYD","CHINA YUCHAI INTERNATIONAL",18.21
31453,"NSIT","INSIGHT ENTERPRISES INC",39.99
31460,"RCII","RENT-A-CENTER INC",11.72
31477,"BRKS","BROOKS AUTOMATION INC",21.69
